the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-74.00125576651631 40.62296340984918),Brooklyn,Corner name,None,Elaine Cillo 9/11 Memorial Way,None,none,0281,2004,3,10,008,65,Honorary,05/05/2004,the northwest corner of the intersection of Ovington Avenue and 14th Avenue,,No,,No,,,
POINT (-74.01902158145624 40.6264316160952),Brooklyn,Corner name,None,"Donald Richard Gavigan, Jr. 9/11 Memorial Way",None,none,0281,2004,3,10,008,66,Honorary,05/05/2004,the northwest corner of the intersection of 76th Street and 7th Avenue,,No,,No,,,
POINT (-74.02957542715322 40.61606623388311),Brooklyn,Intersection name,None,Suzanne Geraty 9/11 Memorial Way,None,none,0281,2004,3,10,008,67,Honorary,05/05/2004,the intersection of 94th Street and Gelston Avenue,,No,,No,,,
POINT (-74.03301530822998 40.62554458167344),Brooklyn,Corner name,None,"Constantine ""Gus"" Economos 9/11 Memorial Way",None,none,0281,2004,3,10,008,68,Honorary,05/05/2004,the southeast corner of the intersection of Ridge Boulevard and 84th Street,,No,,No,,,
POINT (-74.02685699878326 40.63409727403283),Brooklyn,Corner name,None,Firefighter Billy Lake Place,None,none,0281,2004,3,10,008,69,Honorary,05/05/2004,the southwest corner of the intersection of 71st Street and 3rd Avenue,,No,,No,,,
POINT (-74.00474646755083 40.643566979710144),Brooklyn,Intersection name,None,Firefighter David Paul De Rubbio Street,None,none,0281,2004,3,10,008,72,Honorary,05/05/2004,the intersection of 48th Street and 7th Avenue,,No,,No,,,
POINT (-73.99963885933298 40.645041887099765),Brooklyn,Intersection name,None,Marlyn Carmen Garcia Way,None,none,0281,2004,3,10,008,73,Honorary,05/05/2004,the intersection of 43rd Street and 8th Avenue,,No,,No,,,
POINT (-73.91805999573116 40.87092629344706),Manhattan,Corner name,None,Jimmy McAlary Way,None,none,0281,2004,3,10,008,74,Honorary,05/05/2004,the southwest corner of the intersection of West 215th Street and Park Terrace West,,No,,No,,,
POINT (-73.91740720212537 40.87247455862689),Manhattan,Corner name,None,Brian Patrick Monaghan Way,None,none,0281,2004,3,10,008,75,Honorary,05/05/2004,the southwest corner of the intersection of West 218th Street and Seaman Avenue,,No,,No,,,
POINT (-74.13615598806062 40.56807879112866),Staten Island,Corner name,None,Alan Palumbo Way,None,none,0281,2004,3,10,008,78,Honorary,05/05/2004,the northwest corner of the intersection of Amber Street and Andrews Street,,No,,No,,,
POINT (-74.15476128688316 40.61864628600896),Staten Island,Corner name,None,Eddie Zambrana Jr. Way,None,none,0281,2004,3,10,008,80,Honorary,05/05/2004,the southeast corner of the intersection of Richmond Avenue and Armand Street,,No,,No,,,
POINT (-73.85583495604043 40.75157727205279),Queens,Intersection name,None,Francisco Munoz Way,None,none,0281,2004,3,10,008,81,Honorary,05/05/2004,the intersection of 111th Street and Roosevelt Avenue,,No,,No,,,
POINT (-74.12062149447287 40.56564258123145),Staten Island,Corner name,None,Eugene J. Raggio Place,None,none,0281,2004,3,10,008,83,Honorary,05/05/2004,the northeast corner of the intersection of Penn Avenue and Tenth Street,,No,,No,,,
POINT (-74.10061310927993 40.582711190723856),Staten Island,Intersection name,None,Patricia A. Kuras 9/11 Memorial Way,None,none,0281,2004,3,10,008,84,Honorary,05/05/2004,the intersection of Jefferson Avenue and Husson Street,,No,,No,,,
POINT (-74.08769737650937 40.57306188373556),Staten Island,Intersection name,None,Lt. Stephen Harrell - FDNY 157 Hangdown Highway,None,none,0281,2004,3,10,008,85,Honorary,05/05/2004,the intersection of Hunter Avenue and Father Capodanno Boulevard,,No,,No,,,
POINT (-73.95205080895956 40.71667004119263),Brooklyn,Intersection name,None,FDNY Lt. John A. Crisci Street,None,none,0281,2004,3,10,008,94,Honorary,05/05/2004,the intersection of Withers Street and Union Avenue,,No,,No,,,
POINT (-73.86698435522908 40.877751011022276),Bronx,Square name,None,Firefighter Michael F. Lynch Square,Williamsbridge Square,none,0281,2004,3,10,008,91,Honorary,05/05/2004,Williamsbridge Square in front of Engine 62/Ladder 32 Fire House,,No,,No,,,
POINT (-73.8463678397225 40.87703471749669),Bronx,Intersection name,None,Firefighter Robert W. McPadden Square,None,none,0281,2004,3,10,008,90,Honorary,05/05/2004,the intersection of Boston Post Road and Eastchester Road,,No,,No,,,
POINT (-73.90583758036169 40.81099768987802),Bronx,Intersection name,None,Police Officer Kenneth Mahon Place,None,none,0590,2011,6,14,047,1,Honorary,07/11/2011,At the intersection of East 147th Street and Southern Boulevard,,No,,No,,,
POINT (-73.89736883751091 40.66267293470314),Brooklyn,Intersection name,None,Richard Akbar Salahuddin Drive,None,none,0590,2011,6,14,047,2,Honorary,07/11/2011,At the intersection of Williams Avenue and Riverdale Avenues,,No,,No,,,
POINT (-73.9376437347053 40.818510592112325),Manhattan,Intersection name,None,Jack Johnson Plaza,None,none,0590,2011,6,14,047,5,Honorary,07/11/2011,At the intersection of Lenox Avenue and 142nd Street,,No,,No,,,
POINT (-73.8835017991531 40.74992747008312),Queens,Intersection name,None,Richard Cecere Corner,None,none,0590,2011,6,14,047,7,Honorary,07/11/2011,At the northwest corner of 37th Avenue and 83rd Street,,No,,No,,,
POINT (-73.88548963579153 40.75160294696759),Queens,Intersection name,None,35th Avenue,None,none,0590,2011,6,14,047,8,Honorary,07/11/2011,At the southeast corner of 35th Avenue and 81st Street,,No,,No,,,
POINT (-73.85868083156608 40.74403113360191),Queens,Intersection name,None,Pietro Cesare Alberti Way,None,none,0590,2011,6,14,047,10,Honorary,07/11/2011,At the intersection of 104th Street and Corona Avenue,,No,,No,,,
POINT (-73.85595057906458 40.745266976107665),Queens,Intersection name,None,SFC Luis M. Gonzalez Street,None,none,0590,2011,6,14,047,11,Honorary,07/11/2011,At the intersection of 108th Street and 49th Avenue,,No,,No,,,
POINT (-73.9353481626593 40.61558455917437),Brooklyn,Intersection name,None,Police Officer Vito S. Mauro - 9/11 Memorial Way,None,none,0590,2011,6,14,047,12,Honorary,07/11/2011,At the intersection of East 38th Street and Quentin Road,,No,,No,,,
POINT (-74.00643395044385 40.617814716492845),Brooklyn,Intersection name,None,Dr. Giacomo J. Buscaino Place,None,none,0590,2011,6,14,047,13,Honorary,07/11/2011,At the intersection of 77th Street and 14th Avenue,,No,,No,,,
POINT (-73.99919008493505 40.65935784407705),Brooklyn,Intersection name,None,Andrew DiOrio Boulevard,None,none,0590,2011,6,14,047,14,Honorary,07/11/2011,At the intersection of 27th Street and 4th Avenue,,No,,No,,,
POINT (-73.99934695849039 40.67227260157708),Brooklyn,Intersection name,None,Red Hook Heroes Run,None,none,0590,2011,6,14,047,15,Honorary,07/11/2011,at the intersection of Smith Street and Lorraine Street,,No,,No,,,
POINT (-74.02137518819637 40.6379985361847),Brooklyn,Intersection name,None,Abe Kanter Way,None,none,0590,2011,6,14,047,16,Honorary,07/11/2011,At the intersection of 65th Street and 4th Avenue,,No,,No,,,
POINT (-73.9830961248915 40.626948750795826),Brooklyn,Intersection name,None,Rabbi Zvi Florence Way,None,none,0590,2011,6,14,047,17,Honorary,07/11/2011,At the northeast corner of 52nd Street and Old New Utrecht Road,,No,,No,,,
POINT (-74.15925310666226 40.59028418980701),Staten Island,Intersection name,None,Crossing Guard Susan Healy Way,None,none,0590,2011,6,14,047,20,Honorary,07/11/2011,At the north corner of Merry Mount Street and Klondike Avenue,,No,,No,,,
POINT (-73.82713925060364 40.76165204183898),Queens,Intersection name,None,Macedonia A.M.E. Church Way,None,none,0590,2011,6,14,047,23,Honorary,07/11/2011,At the intersection of Union Street and 38th Avenue,,No,,No,,,
POINT (-73.8405575155186 40.71836861443848),Queens,Intersection name,None,Geraldine Ferraro Way,None,none,0590,2011,6,14,047,25,Honorary,07/11/2011,At the intersection of Austin Street and Ascan Avenue,,No,,No,,,
POINT (-73.94394771046605 40.79543553962938),Manhattan,Intersection name,None,Young Lords Way,None,none,0590,2011,6,14,047,31,Honorary,07/11/2011,At the intersection of East 111th Street and Lexington Avenue,,No,,No,,,
POINT (-73.96731813759979 40.798504494388254),Manhattan,Intersection name,None,Odessa Steward Street,None,none,0590,2011,6,14,047,32,Honorary,07/11/2011,On the southwest corner of Amsterdam Avenue and West 103rd Street,,No,,No,,,
POINT (-73.96586699825336 40.576655887546835),Brooklyn,Intersection name,None,Fran Kaplan Way,None,none,0590,2011,6,14,047,37,Honorary,07/11/2011,At the intersection of Brighton 1st Place and Brighton Beach Avenue,,No,,No,,,
POINT (-73.9565018882073 40.60953951435339),Brooklyn,Intersection name,None,Stephen J. Solarz Way,None,none,0590,2011,6,14,047,38,Honorary,07/11/2011,At the intersection of East 17th Street and Kings Highway,,No,,No,,,
POINT (-74.12545223514445 40.598137349902956),Staten Island,Intersection name,None,Amanda Sue Forsyth Gift of Life Way,None,none,0590,2011,6,14,047,39,Honorary,07/11/2011,At the intersection of Brielle Avenue and Gansevoort Boulevard,,No,,No,,,
POINT (-74.11735167269636 40.57600612476851),Staten Island,Intersection name,None,Deborah L. Macula Way,None,none,0590,2011,6,14,047,40,Honorary,07/11/2011,At the intersection of Steele Avenue and 3rd Street,,No,,No,,,
POINT (-73.99086378735593 40.600134029026215),Brooklyn,Intersection name,None,Anthony Neglia Way,None,none,0590,2011,6,14,047,42,Honorary,07/11/2011,At the intersection of Bay 34th Street and 86th Street,,No,,No,,,
POINT (-73.94113608555446 40.839178894613084),Manhattan,Intersection name,None,Dr. Betty Shabazz Way,None,none,0590,2011,6,14,047,44,Honorary,07/11/2011,At the intersection of Broadway and 165th Street,,No,,No,,,
POINT (-74.13673684196044 40.61903777170279),Staten Island,Intersection name,None,Daniel P. Rieu Way,None,none,0590,2011,6,14,047,45,Honorary,07/11/2011,At the intersection of Bidwell Avenue and Lathrop Avenue,,No,,No,,,
POINT (-74.1112482602475 40.62887488994318),Staten Island,Intersection name,None,D.A. Bill Murphy Way,None,none,0590,2011,6,14,047,46,Honorary,07/11/2011,On the northwest side of Morrison Avenue and Bement Avenue,,Yes,10/2/2012,No,,,
POINT (-73.7747712458882 40.59573537698427),Queens,Intersection name,None,Lizzie Ruth Brown Way,None,none,0590,2011,6,14,047,47,Honorary,07/11/2011,At the intersection of B43rd Street and Beach Channel Drive,,No,,No,,,
POINT (-73.85085957372142 40.579356771123535),Queens,Intersection name,None,Jack King Way,None,none,0590,2011,6,14,047,48,Honorary,07/11/2011,At the southeast corner of Beach 130th Street and Cronston Avenue,,No,,No,,,
POINT (-73.92847136516458 40.76906017026258),Queens,Intersection name,None,Ann Buehler Way,None,none,0590,2011,6,14,047,49,Honorary,07/11/2011,At the intersection of 30th Road and 21st Street,,No,,No,,,
POINT (-73.92224893085836 40.739631853698036),Queens,Intersection name,None,Winged Fist Way,None,none,0590,2011,6,14,047,50,Honorary,07/11/2011,At the intersection of 43rd Street and 48th Avenue,,No,,No,,,
POINT (-73.93040273371527 40.674941053176305),Brooklyn,Intersection name,None,Moses P. Cobb Way,None,none,0590,2011,6,14,047,51,Honorary,07/11/2011,At the southeast corner of Bergen Street and Utica Avenue,,No,,No,,,
POINT (-74.13062829326839 40.60388303538134),Staten Island,Intersection name,None,Monsignor Paul M. Andrews Way,None,none,0590,2011,6,14,047,55,Honorary,07/11/2011,At the intersection of Wellbrook Avenue and Holden Boulevard,,No,,No,,,
POINT (-73.90889606479142 40.774724986044625),Queens,Intersection name,None,Frank Justich Way,None,none,0590,2011,6,14,047,56,Honorary,07/11/2011,At the southeast corner of 35th Street and Ditmars Boulevard,,No,,No,,,
POINT (-73.9027727360644 40.81731869454111),Bronx,Intersection name,None,Dra. Evelina Antonetty Way,None,none,0761,2012,2,1,014,1,Honorary,03/07/2012,At the southwest corner of East 156th Street and Prospect Avenue,,No,,No,,,
POINT (-73.90903950876864 40.86267886364219),Bronx,Intersection name,None,Ozzie Brown Triangle,None,none,0761,2012,2,1,014,3,Honorary,03/07/2012,At the intersection of Sedgwick Avenue and Fordham Road,,No,,No,,,
POINT (-73.89943670880204 40.86211691118666),Bronx,Intersection name,None,Dr. Michael Lancelot Marcano Way,None,none,0761,2012,2,1,014,4,Honorary,03/07/2012,At the intersection of 188th Street and Fordham Road,,No,,No,,,
POINT (-74.03163907998064 40.62204849112868),Brooklyn,Intersection name,None,Frank Griffin Way,None,none,0761,2012,2,1,014,11,Honorary,03/07/2012,At the intersection of 88th Street and Third Avenue,,No,,No,,,
POINT (-74.00522665943119 40.61897315339953),Brooklyn,Intersection name,None,Joe ‘The Great’ Rollino Corner,None,none,0761,2012,2,1,014,12,Honorary,03/07/2012,At the intersection of Bay Ridge Parkway and 14th Avenue,,No,,No,,,
POINT (-73.8165521336246 40.76321873103797),Queens,Intersection name,None,First United Methodist Church Way,None,none,0761,2012,2,1,014,16,Honorary,03/07/2012,At the northwest corner of 149th Street and Roosevelt Avenue,,No,,No,,,
POINT (-73.87979653831624 40.869326344328194),Bronx,Intersection name,None,Police Officer Eric Hernandez Memorial Corner,None,none,0761,2012,2,1,014,17,Honorary,03/07/2012,At the southwest corner of East Mosholu Parkway North and Webster Avenue,,No,,No,,,
POINT (-73.8460268210661 40.709688731316454),Queens,Intersection name,None,Thomas X. Winberry Way,None,none,0761,2012,2,1,014,18,Honorary,03/07/2012,At the intersection of Metropolitan Avenue and Ascan Avenue,,No,,No,,,
POINT (-73.98194089903251 40.73673092646668),Manhattan,Intersection name,None,Officer Glen Pettit Corner,None,none,0761,2012,2,1,014,24,Honorary,03/07/2012,At the northwest corner of East 21st Street and 2nd Avenue,,Yes,7/1/2013,No,,,
POINT (-74.07794811100106 40.60208382118005),Staten Island,Intersection name,None,Jonathan M. Acierno Way,None,none,0761,2012,2,1,014,25,Honorary,03/07/2012,At the intersection of Overlook Terrace and Windemere Road,,No,,No,,,
POINT (-74.10287257550212 40.636857110274605),Staten Island,Intersection name,None,Joseph Mandarino Way,None,none,0761,2012,2,1,014,27,Honorary,03/07/2012,On the southeast corner of Ausable Avenue and Conyingham Avenue,,No,,No,,,
POINT (-74.10937177528038 40.63009175328761),Staten Island,Intersection name,None,"Det. Raymond ""Pally"" Taylor Way",None,none,0761,2012,2,1,014,28,Honorary,03/07/2012,At the northwest corner of Forest Avenue and Pelton Avenue,,No,,No,,,
POINT (-73.86276453221085 40.8596377461637),Bronx,Intersection name,None,Peggy Braverman Way,None,none,0761,2012,2,1,014,29,Honorary,03/07/2012,At the intersection of Matthews Avenue and Astor Avenue,,No,,No,,,
POINT (-73.94282212899014 40.75605857087448),Queens,Intersection name,None,Bishop Moses Taylor Way,None,none,0761,2012,2,1,014,30,Honorary,03/07/2012,Between 40th Avenue and 12th Street,,No,,No,,,
POINT (-73.84590913829345 40.78772827641525),Queens,Intersection name,None,Betty Pegen Way,None,none,1103,2009,12,9,092,2,Honorary,12/28/2009,At the intersection of 12th Avenue and College Place,,No,,No,,,
POINT (-73.98669559355295 40.77166818368762),Manhattan,Intersection name,None,Power Memorial Way,None,none,1103,2009,12,9,092,5,Honorary,12/28/2009,At the intersection of West 61st Street and Amsterdam Avenue,,No,,No,,,
POINT (-73.91700932070968 40.693448569786206),Brooklyn,Intersection name,None,Anthony Aristedes Delgado Way,None,none,1103,2009,12,9,092,9,Honorary,12/28/2009,At the corner of Central Avenue and Palmetto Street,,No,,No,,,
POINT (-74.01612779521777 40.61901278228921),Brooklyn,Intersection name,None,Walter L. Johnson Corner Developer of Dyker Heights,None,none,1103,2009,12,9,092,15,Honorary,12/28/2009,At the southwest corner of 82nd Street and 11th Avenue,,No,,No,,,
POINT (-74.0226379226929 40.62948628115752),Brooklyn,Intersection name,None,Rosemarie O'Keefe Way,None,none,1103,2009,12,9,092,16,Honorary,12/28/2009,At the intersection of Bay Ridge Parkway and 5th Avenue,,No,,No,,,
POINT (-74.0208993824776 40.619262654818826),Brooklyn,Intersection name,None,Hank Vogt Way,None,none,1103,2009,12,9,092,17,Honorary,12/28/2009,At the intersection of 85th Street and 7th Avenue,,No,,No,,,
POINT (-74.01469487596684 40.6064242832129),Brooklyn,Intersection name,None,Dr. Michael Brienza Way,None,none,1103,2009,12,9,092,18,Honorary,12/28/2009,At the intersection of 15th Avenue and Cropsey Avenue,,No,,No,,,
POINT (-74.0013452893502 40.718832276158615),Manhattan,Intersection name,None,Hon. Thomas Tam Way,None,none,1103,2009,12,9,092,19,Honorary,12/28/2009,Underneath the Canal Street sign on the Southeast corner of Canal and Cortland Alley,,No,,No,,,
POINT (-73.99325915455002 40.72235330994746),Manhattan,Corner name,227 Bowery at the intersection with Prince Street,The Bowery Mission Way,none,none,1103,2009,12,9,092,20,Honorary,12/28/2009,Between Rivington Street and Stanton Street,,No,,No,,,
POINT (-73.9344702649955 40.7535213866753),Queens,Intersection name,None,Roger Laghezza Place,None,none,1103,2009,12,9,092,21,Honorary,12/28/2009,At the intersection of 29th Street and 39th Avenue,,No,,No,,,
POINT (-73.93793982388326 40.75348897190548),Queens,Intersection name,None,Nicolas A. Nowillo Place,None,none,1103,2009,12,9,092,22,Honorary,12/28/2009,At the intersection of Crescent Street and 40th Avenue,,No,,No,,,
POINT (-73.99811614337021 40.62581570664488),Brooklyn,Intersection name,None,"Francesco ""Frankie"" Loccisano Way",None,none,1103,2009,12,9,092,23,Honorary,12/28/2009,At the intersection of 63rd Street and 14th Avenue,,No,,No,,,
POINT (-74.1689630425189 40.54009794840747),Staten Island,Intersection name,None,Dr. Jitendra Sukhadia Crossing,None,none,1103,2009,12,9,092,24,Honorary,12/28/2009,At the intersection of Amboy Road and Arden Avenue,,No,,No,,,
POINT (-73.94749680226825 40.67073076743792),Brooklyn,Intersection name,None,Benny A. Lyde Place,None,none,1103,2009,12,9,092,25,Honorary,12/28/2009,At the northeast corner of Lincoln Place and New York Avenue,,No,,No,,,
POINT (-73.96102862385966 40.71896767784693),Brooklyn,Intersection name,None,Mike Lee Corner,None,none,1103,2009,12,9,092,64,Honorary,12/28/2009,At the intersection of Wythe Avenue and North 6th Street,,No,,No,,,
POINT (-73.83839056275275 40.840676813437426),Bronx,Intersection name,None,Officer Dominick Pezzulo Triangle,None,none,1103,2009,12,9,092,60,Honorary,12/28/2009,At the intersection of the Hutchinson River Parkway and East Tremont Avenue,,No,,No,,,
POINT (-73.83113240523893 40.845307474722524),Bronx,Intersection name,None,Charles Carroccetto Corner,None,none,1103,2009,12,9,092,59,Honorary,12/28/2009,At the intersection of Crosby Avenue and Roberts Avenue,,No,,No,,,
POINT (-73.83096442367895 40.870250184165464),Bronx,Intersection name,None,Christian Regenhard Way,None,none,1103,2009,12,9,092,58,Honorary,12/28/2009,At the intersection of Aldrich Street and Asch Loop,,No,,No,,,
POINT (-73.85069084083285 40.89130277124614),Bronx,Intersection name,None,Dorothy Gomes Way,None,none,1103,2009,12,9,092,57,Honorary,12/28/2009,Edenwald Avenue and East 233rd Street,,Yes,12/20/2010,No,,,
POINT (-73.8411796311799 40.8864079701978),Bronx,Intersection name,None,"Det. Rudolph Vinston Edwards, Sr. Way",None,none,1103,2009,12,9,092,55,Honorary,12/28/2009,At the intersection of Schieffelin Avenue and Baychester Avenue,,No,,No,,,
POINT (-73.8616444166125 40.876856611725785),Bronx,Intersection name,None,Edith Copeland Baldwin Way,None,none,1103,2009,12,9,092,54,Honorary,12/28/2009,At the intersection of Tilden Street and Barnes Avenue,,No,,No,,,
POINT (-73.88756727049208 40.8555555415727),Bronx,Intersection name,None,Mr. Joseph Zinzi Place,None,none,1103,2009,12,9,092,52,Honorary,12/28/2009,At the intersection of Arthur Avenue and East 187th Street,,No,,No,,,
POINT (-73.89280459348171 40.858314928667234),Bronx,Intersection name,None,Lance Corporal Alberto Francesconi Place,None,none,1103,2009,12,9,092,50,Honorary,12/28/2009,At the intersection of East 187th Street and Park Avenue,,No,,No,,,
POINT (-74.10976111215297 40.57046797718212),Staten Island,Intersection name,None,Sal Somma Way,None,none,1103,2009,12,9,092,46,Honorary,12/28/2009,At the intersection of New Dorp Lane and Hylan Boulevard,,No,,No,,,
POINT (-74.11252368078175 40.582756794290994),Staten Island,Intersection name,None,Eugene S. Devlin III Way,None,none,1103,2009,12,9,092,44,Honorary,12/28/2009,At the intersection of Todt Hill Road and Flagg Place,,No,,No,,,
POINT (-74.09111747732021 40.58763459625211),Staten Island,Intersection name,None,P.O. Kevin M. Lee Way,None,none,1103,2009,12,9,092,43,Honorary,12/28/2009,At the intersection of Cromwell Avenue and Hylan Boulevard,,No,,No,,,
POINT (-73.94738175450482 40.583711736052976),Brooklyn,Intersection name,None,Sheila Nelson Way,None,none,1103,2009,12,9,092,42,Honorary,12/28/2009,At the intersection of East 21st Street and Emmons Avenue,,No,,No,,,
POINT (-73.95383801686044 40.58174555196677),Brooklyn,Intersection name,None,Rabbi Dr. Joseph I. Singer Way,None,none,1103,2009,12,9,092,41,Honorary,12/28/2009,At the intersection of West End Avenue and Cass Place,,No,,No,,,
POINT (-74.06852470869899 40.61590097411343),Staten Island,Intersection name,None,Michael Cocozza Way,None,none,1103,2009,12,9,092,40,Honorary,12/28/2009,At the intersection of St. Mary’s Avenue and Ormond Place,,No,,No,,,
POINT (-74.08143374340601 40.646023450793784),Staten Island,Intersection name,None,Curtis High School Alumni Way,None,none,1103,2009,12,9,092,39,Honorary,12/28/2009,At the intersection of Nicholas Street and St. Marks Place,,No,,No,,,
POINT (-74.10746311888948 40.63036687805093),Staten Island,Intersection name,None,Bobby Smith Court,None,none,1103,2009,12,9,092,38,Honorary,12/28/2009,At the intersection of Lawrence Avenue and Forest Avenue,,No,,No,,,
POINT (-74.15639270712606 40.63249339872332),Staten Island,Intersection name,None,Carmine Narducci Way,None,none,1103,2009,12,9,092,37,Honorary,12/28/2009,At the intersection of Maple Parkway and Walloon Avenue,,No,,No,,,
POINT (-74.12496281667511 40.628990241714874),Staten Island,Intersection name,None,Sergeant Gerald A. Johnson Corner,None,none,1103,2009,12,9,092,36,Honorary,12/28/2009,At the intersection of Floyd Street and Raymond Place,,No,,No,,,
POINT (-74.08016921669724 40.64005656647246),Staten Island,Intersection name,None,Custodian Martin T. Cavanagh Way,None,none,1103,2009,12,9,092,35,Honorary,12/28/2009,At the intersection of Benziger Avenue and Daniel Low Terrace,,No,,No,,,
POINT (-74.12474598487236 40.62437965793499),Staten Island,Intersection name,None,"Corporal John C. Johnson, Sr. Road",None,none,1103,2009,12,9,092,34,Honorary,12/28/2009,At the intersection of Curtis Avenue and Manor Road,,No,,No,,,
POINT (-74.12426770960798 40.62230951871328),Staten Island,Intersection name,None,"FDNY Lt. John ""Muzz"" Murray Way",None,none,1103,2009,12,9,092,33,Honorary,12/28/2009,At the intersection of Kingsley Avenue and Manor Road,,No,,No,,,
POINT (-74.11754902353665 40.63695363271203),Staten Island,Intersection name,None,Arthur F. Newcombe Sr. Way,None,none,1103,2009,12,9,092,32,Honorary,12/28/2009,At the intersection of Henderson Avenue and Broadway,,No,,No,,,
POINT (-74.08893333109931 40.64666442206838),Staten Island,Intersection name,None,Elizabeth Stanton Way,None,none,1103,2009,12,9,092,31,Honorary,12/28/2009,At the intersection of Richmond Terrace and Jersey Street,,No,,No,,,
POINT (-74.12658631869392 40.61071162827361),Staten Island,Intersection name,None,Catherine Vanden-Heuvel Way,None,none,1103,2009,12,9,092,30,Honorary,12/28/2009,At the intersection of Mountainview Avenue and Purdy Avenue,,No,,No,,,
POINT (-73.97534263623236 40.741274679778954),Manhattan,Intersection name,None,Dr. Saul J. Farber Way,None,none,1103,2009,12,9,092,28,Honorary,12/28/2009,At the intersection of East 30th Street and First Avenue,,No,,No,,,
POINT (-73.82405384537824 40.777717829727095),Queens,Intersection name,None,Bernard L. Shapiro Boulevard,None,none,1103,2009,12,9,092,26,Honorary,12/28/2009,At the intersection of Parsons Boulevard and 24th Avenue,,No,,No,,,
POINT (-73.75292644247466 40.70694278863071),Queens,Intersection name,None,Run D.M.C. JMJ Way,None,none,1033,2009,6,30,046,3,Honorary,07/17/2009,At the intersection of 205th Street and Hollis Avenue,,No,,No,,,
POINT (-73.83977367589283 40.69817928585127),Queens,Intersection name,None,Nancy Cataldi Way,None,none,1033,2009,6,30,046,4,Honorary,07/17/2009,At the intersection of 109th Street and 86th Avenue,,No,,No,,,
POINT (-73.9459776597656 40.80709814403943),Manhattan,Intersection name,None,Sugar Ray Robinson Way,None,none,1033,2009,6,30,046,7,Honorary,07/17/2009,At the intersection of 124th Street and Lenox Avenue,,Yes,12/28/2009,No,,,
POINT (-73.94369913620099 40.81530637744512),Manhattan,Intersection name,None,James Weldon Johnson Plaza,None,none,1033,2009,6,30,046,8,Honorary,07/17/2009,At the intersection of 135th Street and Adam Clayton Powell Jr. Boulevard,,No,,No,,,
POINT (-74.00065405190587 40.60886040222944),Brooklyn,Intersection name,None,Robert M. Buonvino Place,None,none,1033,2009,6,30,046,9,Honorary,07/17/2009,At the intersection of 83rd Street and 18th Avenue,,No,,No,,,
POINT (-74.0013452893502 40.718832276158615),Manhattan,Intersection name,None,Dr. Thomas Tam Way,None,none,1033,2009,6,30,046,10,Honorary,07/17/2009,At the Southeast comer of Canal Street and Cortland Alley,,Yes,12/28/2009,No,,,
POINT (-73.92679937943448 40.8537171443842),Manhattan,Intersection name,None,Professor Juan Bosch Way,None,none,1033,2009,6,30,046,11,Honorary,07/17/2009,At the intersection of Amsterdam Avenue and 190th Street,,No,,No,,,
POINT (-74.0769836222734 40.63779569401455),Staten Island,Intersection name,None,Mr. Joe Marotta Way,None,none,1033,2009,6,30,046,12,Honorary,07/17/2009,At the intersection of Victory Boulevard and St. Marks,,No,,No,,,
POINT (-74.13532147673457 40.62527436350017),Staten Island,Corner name,None,John A. Nappi Flag Way,None,none,1033,2009,6,30,046,13,Honorary,07/17/2009,At the northeast corner of Forest Avenue and Burnside Avenue,,No,,No,,,
POINT (-74.12236161649226 40.61257480800142),Staten Island,Intersection name,None,Sgt. Kenneth C. Amatrudo Way,None,none,1033,2009,6,30,046,14,Honorary,07/17/2009,At the intersection of Josephine Street and Manor Road,,No,,No,,,
POINT (-74.10544805735836 40.62440162541398),Staten Island,Intersection name,None,"James ""Skippy"" Pryor Way",None,none,1033,2009,6,30,046,15,Honorary,07/17/2009,At the intersection of Whitewood Avenue and Hart Avenue,,No,,No,,,
POINT (-74.11291813062155 40.627135788004985),Staten Island,Intersection name,None,Jimmy O' Hanlon Way,None,none,1033,2009,6,30,046,16,Honorary,07/17/2009,At the intersection of Harvest Avenue and North 	Burgher Avenue,,No,,No,,,
POINT (-74.08450007888408 40.64822811076009),Staten Island,Intersection name,None,Lisa Moudatsos Way,None,none,1033,2009,6,30,046,18,Honorary,07/17/2009,At the intersection of St.Peter's Place and Richmond Terrace,,No,,No,,,
POINT (-74.1647340589363 40.63978222511128),Staten Island,Intersection name,None,Pfc. Ronald Jones Way,None,none,1033,2009,6,30,046,19,Honorary,07/17/2009,At the intersection of Grandview Avenue and Richmond Terrace,,No,,No,,,
POINT (-74.11080847881571 40.63774561847283),Staten Island,Intersection name,None,Police Officer Gerard L. Carter Avenue,None,none,1033,2009,6,30,046,20,Honorary,07/17/2009,At the intersection of Pelton Avenue and Henderson Avenue,,No,,No,,,
POINT (-74.07245782028295 40.61407824951121),Staten Island,Intersection name,None,Monsignor John T. Servodidio Way,None,none,1033,2009,6,30,046,21,Honorary,07/17/2009,At the intersection of Tompkins Avenue and St. Mary's Avenue,,No,,No,,,
POINT (-74.11485743326685 40.618179114291905),Staten Island,Intersection name,None,Arielle Newman Run,None,none,1033,2009,6,30,046,22,Honorary,07/17/2009,At the intersection of Royal Oak Road and Rice Avenue,,No,,No,,,
