the_geom,Borough,Feat_Type,OfficialNM,Honor_Name,Old_Name,ULURPCPNUM,Intro_NUM,Intro_Year,IntroMonth,Intro_Day,LL_NUM,LL_SEC,LL_Type,LLEffectDT,LL_Limits,Limits_ER,Repealed,Repeal_DT,Amended,Amend_DT,Amendt_TXT,AMDYRLLSEC
POINT (-73.9727546786944 40.796016445828855),Manhattan,Intersection name,None,Cooper Stock Way,None,none,0620,2015,1,14,015,43,Honorary,01/14/2015,Northwest corner of West End Avenue and West 97 Street (300 block),,No,,No,,,
POINT (-73.98441498043961 40.769812832284636),Manhattan,Intersection name,None,PCS Way,None,none,0620,2015,1,14,015,44,Honorary,01/14/2015,At the southwest corner of Columbus Avenue and West 60 Street and the southeast corner of Amsterdam Avenue and West 60 Street (100 block),,No,,No,,,
POINT (-73.98710990415961 40.770923450730095),Manhattan,Intersection name,None,PCS Way,None,none,0620,2015,1,14,015,44,Honorary,01/14/2015,At the southwest corner of Columbus Avenue and West 60 Street and the southeast corner of Amsterdam Avenue and West 60 Street (100 block),,No,,No,,,
POINT (-73.96877659496589 40.592868750380205),Brooklyn,Intersection name,None,Barbara Dattilo Way,None,none,0620,2015,1,14,015,45,Honorary,01/14/2015,At the intersection of Avenue W and East 2 Street,,No,,No,,,
POINT (-73.99580937033558 40.57775938531092),Brooklyn,Intersection name,None,Brother Jack SanFilippo Way,None,none,0620,2015,1,14,015,46,Honorary,01/14/2015,At the intersection of West 29 Street and Neptune Avenue,,No,,No,,,
POINT (-73.84215844825349 40.70090256348728),Queens,Intersection name,None,Jack Maple Place,None,none,0620,2015,1,14,015,48,Honorary,01/14/2015,At the intersection of 108 Street and Park Lane South,,No,,No,,,
POINT (-73.77015569418982 40.76150005811171),Queens,Intersection name,None,Benjamin Fried Boulevard,None,none,0620,2015,1,14,015,49,Honorary,01/14/2015,At the northwest corner 43 Avenue and Bell Boulevard,,No,,No,,,
POINT (-73.88595071744959 40.88050741129641),Bronx,Intersection name,None,Margaret Mack Triangle,None,none,0620,2015,1,14,015,56,Honorary,01/14/2015,40 West Mosholu Parkway,,No,,No,,,
POINT (-74.10991997462553 40.629984930393846),Staten Island,Intersection name,None,Stanley Jay Way,None,none,0620,2015,1,14,015,40,Honorary,01/14/2015,At the northeast corner of Forest Avenue and Oakland Avenue,,No,,No,,,
POINT (-73.92055663546748 40.74337403609014),Queens,Intersection name,None,Sunnyside Garden Arena Way,None,none,0620,2015,1,14,015,51,Honorary,01/14/2015,At the intersection of 45 Street and Queens Boulevard,,No,,No,,,
POINT (-73.96389877924555 40.808002746612345),Manhattan,Intersection name,None,Barnard Way,None,none,0620,2015,1,14,015,29,Honorary,01/14/2015,At the intersection of 116 Street and Broadway,,No,,No,,,
POINT (-73.88286782209424 40.65992953262616),Brooklyn,Intersection name,None,Tanaya R. Copeland Avenue,None,none,0849,2015,7,23,076,2,Honorary,08/10/2015,At the north side of Stanley Avenue and Schenck Avenue,,No,,No,,,
POINT (-73.94492794730796 40.81322269344221),Manhattan,Intersection name,None,Leonard Harper Way,None,none,0849,2015,7,23,076,10,Honorary,08/10/2015,At the southeast corner of West 132 Street and Adam Clayton Powell Jr. Boulevard,,No,,No,,,
POINT (-74.00537619499713 40.73240868567054),Manhattan,Intersection name,None,Larry Selman Way,None,none,0849,2015,7,23,076,13,Honorary,08/10/2015,At the southeast corner of Bedford Street and Grove Street,,No,,No,,,
POINT (-74.0006092332286 40.73245396193979),Manhattan,Intersection name,None,Sgt. Charles H. Cochrane Way,None,none,0849,2015,7,23,076,14,Honorary,08/10/2015,At the northwest corner of Washington Place and 6 Avenue,,No,,No,,,
POINT (-73.82677636442989 40.752616187964975),Queens,Intersection name,None,Allison Hope Liao Way,None,none,0849,2015,7,23,076,16,Honorary,08/10/2015,At the northeast corner of Main Street and Cherry Avenue,,No,,No,,,
POINT (-73.95011865136067 40.82206850495774),Manhattan,Intersection name,None,Dorothy Skinner Way,None,none,0849,2015,7,23,076,18,Honorary,08/10/2015,At the southwest corner of 140 Street and Amsterdam Avenue,,No,,No,,,
POINT (-73.93994981338372 40.83607748760982),Manhattan,Intersection name,None,Firefighter John P. Sullivan Way,None,none,0849,2015,7,23,076,20,Honorary,08/10/2015,At the intersection of Amsterdam Avenue and 162 Street,,No,,No,,,
POINT (-73.9172351825817 40.62082586945012),Brooklyn,Intersection name,None,Peter W. Piccininni Way,None,none,0849,2015,7,23,076,21,Honorary,08/10/2015,At the southeast corner of East 64 Street and Ralph Avenue,,No,,No,,,
POINT (-73.90358561837989 40.81509983214212),Bronx,Intersection name,None,Captain James McDonnell Way,None,none,0849,2015,7,23,076,22,Honorary,08/10/2015,At the intersection of East 152 Street and Prospect Avenue,,No,,No,,,
POINT (-73.94342984403816 40.79595435372045),Manhattan,Intersection name,None,William Soto Way,None,none,0849,2015,7,23,076,23,Honorary,08/10/2015,At the southeast corner of East 112 Street and Lexington Avenue,,No,,No,,,
POINT (-74.14699102555811 40.57201284535114),Staten Island,Intersection name,None,Dr. Meryl Efron Way,None,none,0849,2015,7,23,076,24,Honorary,08/10/2015,At the intersection of Richmond Road and Arthur Kill Road,,No,,No,,,
POINT (-74.06463740793625 40.600182466388524),Staten Island,Intersection name,None,Officer Thomas Choi Avenue,None,none,0849,2015,7,23,076,26,Honorary,08/10/2015,At the intersection of Major Avenue and Lily Pond Road,,No,,No,,,
POINT (-73.99554647611691 40.621392515152614),Brooklyn,Intersection name,None,Assistant Principal Linda A. Romano Place,None,none,0849,2015,7,23,076,27,Honorary,08/10/2015,At the intersection of 66 Street and 16 Avenue,,No,,No,,,
POINT (-73.73462841459666 40.72594091093746),Queens,Intersection name,None,Detective 1st Grade Brian Moore Way,None,none,0849,2015,7,23,076,29,Honorary,08/10/2015,At the intersection of 222 Street and 92 Road,,No,,No,,,
POINT (-73.7638816694675 40.61124248045748),Queens,Intersection name,None,Detective Dennis Guerra Way,None,none,0849,2015,7,23,076,32,Honorary,08/10/2015,At the intersection of 1490 Grenada Place and Faber Terrace,,No,,No,,,
POINT (-73.92089663008774 40.86987701967792),Manhattan,Intersection name,None,Matty Alou Way,None,none,0849,2015,7,23,076,36,Honorary,08/10/2015,At the intersection of Isham Street and Seaman Avenue,,No,,No,,,
POINT (-73.93976587718943 40.841077427773946),Manhattan,Intersection name,None,Albert Blumberg Way,None,none,0849,2015,7,23,076,37,Honorary,08/10/2015,At the intersection of 168 Street and Broadway,,No,,No,,,
POINT (-73.91693392121486 40.870068326558524),Manhattan,Intersection name,None,Bruce Reynolds Way,None,none,0849,2015,7,23,076,38,Honorary,08/10/2015,at Park Terrace East south of 215 Street,,No,,No,,,
POINT (-73.93514017418644 40.842311673906515),Manhattan,Intersection name,None,EMT Luis De Pena Jr. Square,None,none,0849,2015,7,23,076,39,Honorary,08/10/2015,At the intersection of 172 Street and Amsterdam Avenue,,No,,No,,,
POINT (-74.10457786289078 40.645209368579344),Staten Island,Intersection name,None,Elizabeth Egbert Way,None,none,0849,2015,7,23,076,40,Honorary,08/10/2015,At the southeast corner of Richmond Terrace and Snug Harbor Road at the eastern leg of Snug Harbor Road,,No,,No,,,
POINT (-74.16038974741541 40.626659063838474),Staten Island,Intersection name,None,Dominick (Dom) Lambert Way,None,none,0849,2015,7,23,076,41,Honorary,08/10/2015,At the northeast corner of Forest Avenue and Harbor Road,,No,,No,,,
POINT (-74.12191978690564 40.628354563443295),Staten Island,Intersection name,None,Art Hall Way,None,none,0849,2015,7,23,076,42,Honorary,08/10/2015,At the southeast corner of Myrtle Avenue and Clove Road,,No,,No,,,
POINT (-74.11642745116424 40.63704743636596),Staten Island,Intersection name,None,"Wayne ""Chops"" Derrick Way",None,none,0849,2015,7,23,076,43,Honorary,08/10/2015,At the southwest corner underneath the Henderson Avenue sign at the intersection of Henerdson Avenue and Campbell Avenue,"Misspelled ""Henderson"" in limits description",No,,No,,,
POINT (-73.9845190303209 40.575303751602625),Brooklyn,Intersection name,None,Louis Powsner Way,None,none,0849,2015,7,23,076,44,Honorary,08/10/2015,At the intersection of West 17 Street and Surf Avenue,,No,,No,,,
POINT (-73.99326198014161 40.57569515449718),Brooklyn,Intersection name,None,Father Connie Mobley Boulevard,None,none,0849,2015,7,23,076,45,Honorary,08/10/2015,At the intersection of Mermaid Avenue and West 27 Street,,No,,No,,,
POINT (-73.96296899251969 40.5870179291323),Brooklyn,Intersection name,None,Seth Kushner Way,None,none,0849,2015,7,23,076,46,Honorary,08/10/2015,At the intersection of Hubbard Street and Avenue Z,,No,,No,,,
POINT (-73.82346544843111 40.826158919552384),Bronx,Intersection name,None,Bill Twomey Place,None,none,0849,2015,7,23,076,47,Honorary,08/10/2015,At the northeast corner of Revere Avenue and Dill Place,,No,,No,,,
POINT (-73.737556564771 40.76856720267377),Queens,Intersection name,None,Matinecock Way,None,none,0849,2015,7,23,076,49,Honorary,08/10/2015,At the northeast corner of Northern Boulevard and Marathon Parkway,,No,,No,,,
POINT (-73.94140999145688 40.636791725200105),Brooklyn,Intersection name,None,Catharine McAuley High School Way,None,none,0849,2015,7,23,076,51,Honorary,08/10/2015,At the northwest corner of East 37 Street and Foster Avenue,,No,,No,,,
POINT (-73.74153201553898 40.65735854457921),Queens,Intersection name,None,Sheila Pecoraro Way,None,none,0849,2015,7,23,076,0,Honorary,08/10/2015,At the corner of 243rd Street and 147 Avenue,,No,,No,,,
POINT (-74.18408316673211 40.602665394653975),Staten Island,Intersection name,None,Purple Heart Way,None,none,0471,2004,10,13,063,72,Honorary,12/21/2004,the intersection of Travis Avenue and South Avenue,,No,,No,,,
POINT (-73.88054756634351 40.56769224270727),Queens,,None,US Navy Seaplane Division One Way,None,,988,2018,6,28,139,83,Honorary,07/29/2018,At the northeast corner of Beach Channel Drive and Beach 169th Street,,No,,No,,,
POINT (-73.9043476000804 40.755732521936686),Queens,,None,Tibet Way,None,,988,2018,6,28,139,90,Honorary,07/29/2018,At the intersection of 59th Street and 32nd Avenue,,No,,No,,,
POINT (-73.89566649659045 40.85979580524538),Bronx,,None,Reverend Dr. Samuel G. Simpson Way,None,,988,2018,6,28,139,95,Honorary,07/29/2018,At the northeast corner of 187th Street and Tiebout Avenue,,No,,No,,,
POINT (-73.84228739406782 40.70263294875678),Queens,,Forest Park Drive,Forest Park Memorial Drive,None,,988,2018,6,28,139,27,Honorary,07/29/2018,Just below Oak Ridge with the street sign pointing down the sloped Memorial Drive,,No,,No,,,
POINT (-74.18402151951175 40.60262838998849),Staten Island,,None,George Kaye Katsoris Candy Man Way,None,,988,2018,6,28,139,44,Honorary,07/29/2018,At the corner of South Avenue and Travis Avenue,,No,,No,,,
POINT (-74.09419973299799 40.59504038379788),Staten Island,,None,Edward Colucci Way,None,,988,2018,6,28,139,39,Honorary,07/29/2018,At the intersection of Newberry Avenue and Bank Place,,No,,No,,,
POINT (-73.96503670754606 40.57698854278649),Brooklyn,,None,Sofia Vinokurov & Mark Rakhman Place,None,,988,2018,6,28,139,11,Honorary,07/29/2018,At the northeast corner of Brighton Beach Avenue and Brighton 2nd Street,,No,,No,,,
POINT (-73.96054071875825 40.67393315937723),Brooklyn,,None,Frank and Doris Bell Way,None,,988,2018,6,28,139,8,Honorary,07/29/2018,At the southwest corner of Classon Avenue and Sterling Place,,No,,No,,,
POINT (-73.91523438133399 40.776032092714125),Queens,,None,AKTINA FM Way,None,,988,2018,6,28,139,7,Honorary,07/29/2018,At the intersection of 27th Street and 23rd Avenue,,No,,No,,,
POINT (-73.88222049377838 40.871227248120896),Bronx,,None,Mary Vallati Place,None,,988,2018,6,28,139,6,Honorary,07/29/2018,At the intersection of Mosholu Parkway South and Perry Avenue,,No,,No,,,
POINT (-73.85208755474099 40.90917971838339),Bronx,,None,Sgt. John McCormick Street,None,,988,2018,6,28,139,5,Honorary,07/29/2018,At the intersection of Baldwin Street and Bradley Street,,No,,No,,,
POINT (-74.01148095994533 40.704233601294234),Manhattan,,None,Mill Street Synagogue/Seixas Way,None,,988,2018,6,28,139,4,Honorary,07/29/2018,At the southeast corner of South William Street and Broad Street,,No,,No,,,
POINT (-73.94879165316239 40.79747712836832),Manhattan,,None,111th Street Old Timers Way,None,,988,2018,6,28,139,2,Honorary,07/29/2018,At the intersection of 111th Street and Fifth Avenue,,No,,No,,,
POINT (-73.94242267138361 40.80067171019573),Manhattan,,None,Firefighter William E. Woodlon Place,None,,988,2018,6,28,139,1,Honorary,07/29/2018,At the southwest corner of East 118th Street and Park Avenue,,No,,No,,,
POINT (-73.91180007755841 40.69755584639343),Brooklyn,,None,Specialist Rasheed Sahib Way,None,,988,2018,6,28,139,15,Honorary,07/29/2018,At the intersection of Woodbine Street and Irving Avenue,,No,,No,,,
POINT (-73.97952731578914 40.575698569944976),Brooklyn,,None,Police Officer Leon Fox Way,None,,988,2018,6,28,139,14,Honorary,07/29/2018,At the northeast corner of Surf Avenue and West 12th Street,,No,,No,,,
POINT (-73.9610151781045 40.598214893753315),Brooklyn,,None,Lester’s Way,None,,988,2018,6,28,139,13,Honorary,07/29/2018,At the southeast corner of Avenue U and Coney Island Avenue,,No,,No,,,
POINT (-73.94807309375926 40.58178707176033),Brooklyn,,None,Rabbi Dr. Eli B. Greenwald Way,None,,988,2018,6,28,139,12,Honorary,07/29/2018,At the intersection of Ocean Avenue and Shore Boulevard,,No,,No,,,
POINT (-73.90186317328639 40.831719358860035),Bronx,,Franklin Avenue,ILL. RTE. REV. IDUS A. NUNN SR. PLACE,None,,988,2018,6,28,139,18,Honorary,07/29/2018,Underneath the Franklin Avenue street sign at the corner of East 169th Street and Franklin Avenue,,No,,No,,,
POINT (-73.88942005748898 40.67284739900325),Brooklyn,,None,Bishop John L. Smith Way,None,,988,2018,6,28,139,16,Honorary,07/29/2018,At the intersection of Pitkin Avenue and Hendrix Street,,No,,No,,,
POINT (-73.90204518700222 40.831776913855585),Bronx,,Franklin Avenue,Sandra Tremble Way,None,,988,2018,6,28,139,19,Honorary,07/29/2018,Underneath the East 169th Street sign at the corner of Franklin Avenue and East 169th Street across the street from 611 East 169th Street,,No,,No,,,
POINT (-73.81647583154233 40.8460819760239),Bronx,,None,Detective Joseph G. Lemm Way,None,,988,2018,6,28,139,20,Honorary,07/29/2018,At the intersection of Bayshore Avenue and Ampere Avenue,,No,,No,,,
POINT (-73.83795672900784 40.720313320563434),Queens,,None,Walter Becker Way,None,,988,2018,6,28,139,34,Honorary,07/29/2018,At the intersection of 112th Street and 72nd Drive,,No,,No,,,
POINT (-73.8393751338458 40.88884408226772),Bronx,,None,Sandra Gresham Way,None,,988,2018,6,28,139,33,Honorary,07/29/2018,At the northwest corner of East 233rd Street and Murdock Avenue,,No,,No,,,
POINT (-73.86138762209917 40.87973770303847),Bronx,,None,Andy “Pops” King Jr. Way,None,,988,2018,6,28,139,32,Honorary,07/29/2018,At the southeast corner of East 215th Street and Barnes Avenue,,No,,No,,,
POINT (-74.00233547815174 40.72792758445577),Manhattan,,None,Lucy and Lenny Cecere Way,None,,988,2018,6,28,139,31,Honorary,07/29/2018,At the southwest corner of MacDougal Street and Houston Street,,No,,No,,,
POINT (-73.76145648613985 40.74790208408763),Queens,,None,Bayside Hills 9/11 Memorial Way,None,,988,2018,6,28,139,26,Honorary,07/29/2018,At the northeast corner of Horace Harding Expressway and Bell Boulevard,,No,,No,,,
POINT (-73.76707744675942 40.74634802625078),Queens,,None,Armenia Way,None,,988,2018,6,28,139,25,Honorary,07/29/2018,At the southwest corner of 210th Street and Horace Harding Expressway adjacent to the Armenian Church of Holy Martyrs,,No,,No,,,
POINT (-73.77533009692117 40.72294330175395),Queens,,85th Road,Ahmadiyya Way,None,,988,2018,6,28,139,24,Honorary,07/29/2018,After the Grand Central Parkway Entrance to 188-48 85th Road,,No,,No,,,
POINT (-73.86097060642396 40.85680691143222),Bronx,,None,Blanche Comras Rifkin Way,None,,988,2018,6,28,139,23,Honorary,07/29/2018,At the intersection of Pelham Parkway South and Bogart Avenue,,No,,No,,,
POINT (-74.12674991853213 40.564442709372145),Staten Island,,None,Ret. NYPD Capt. Carmine Cantalino Way,None,,988,2018,6,28,139,40,Honorary,07/29/2018,At the intersection of Guyon Avenue and South Railroad Avenue,,No,,No,,,
POINT (-74.17057140811254 40.60497953761296),Staten Island,,None,SPC Marcus Brown Way,None,,988,2018,6,28,139,38,Honorary,07/29/2018,At the intersection of Dinsmore Street and Victory Boulevard,,No,,No,,,
POINT (-74.080892300953 40.593655918555996),Staten Island,,None,Joseph L. Cugini Way,None,,988,2018,6,28,139,37,Honorary,07/29/2018,At the intersection of Parkinson Avenue and Reid Avenue,,No,,No,,,
POINT (-73.90395271415092 40.63293699262046),Brooklyn,,None,American Hero Sergeant Roshain E. Brooks Way,None,,988,2018,6,28,139,36,Honorary,07/29/2018,At the southeast corner of East 85th Street and Avenue L,,No,,No,,,
POINT (-74.08259888484685 40.59969704252555),Staten Island,,None,Edgar Meekins Way,None,,988,2018,6,28,139,41,Honorary,07/29/2018,At the intersection of Woodlawn Avenue and Fayette Avenue,,No,,No,,,
POINT (-74.12480365076159 40.559439183850834),Staten Island,,None,John V. LaFemina Way,None,,988,2018,6,28,139,42,Honorary,07/29/2018,At the intersection of Malone Avenue and Hylan Boulevard,,No,,No,,,
POINT (-74.09340699402472 40.58524011163233),Staten Island,,None,Mario R. Ariemma Way,None,,988,2018,6,28,139,43,Honorary,07/29/2018,At the intersection of Buel Avenue and Hylan Boulevard,,No,,No,,,
POINT (-74.00683943338511 40.652229078651025),Brooklyn,,None,Firefighter Thomas Phelan Marine Pilot,None,,988,2018,6,28,139,45,Honorary,07/29/2018,At the northeast corner of 40th Street and 4th Avenue,,No,,No,,,
POINT (-73.93891946578732 40.849325388123646),Manahttan,,None,Bishop Arnulfo Romero Way,None,,988,2018,6,28,139,68,Honorary,07/29/2018,At the intersection of 179th Street and Fort Washington Avenue,,No,,No,,,
POINT (-73.93933455174137 40.84168045924995),Manhattan,,None,Isaiah “Obie” Bing Way,None,,988,2018,6,28,139,66,Honorary,07/29/2018,At the intersection of 169th Street and St. Nicholas Avenue,,No,,No,,,
POINT (-73.99143527057821 40.729862794250195),Manhattan,,None,Joseph Papp Way,None,,988,2018,6,28,139,65,Honorary,07/29/2018,At the intersection of Astor Place and Lafayette,,No,,No,,,
POINT (-73.763813723518 40.67165094082046),Queens,,None,Rev. Freddie Brunswick Way,None,,988,2018,6,28,139,64,Honorary,07/29/2018,At the intersection of 140th Avenue and 180th Street,,No,,No,,,
POINT (-73.94935945184675 40.8020420311323),Manhattan,,None,Apostle William Brown Way,None,,988,2018,6,28,139,60,Honorary,07/29/2018,At the northeast corner of 116th Street and Lenox Avenue,,No,,No,,,
POINT (-73.93870521986642 40.81667921123811),Manhattan,,None,"Valerie M. Orridge, R.N. Way",None,,988,2018,6,28,139,59,Honorary,07/29/2018,At the northeast corner of 139th Street and Malcolm X Boulevard,,No,,No,,,
POINT (-73.95291046852321 40.80755215472289),Manhattan,,None,Michael Lancaster Way,None,,988,2018,6,28,139,58,Honorary,07/29/2018,At the northeast corner of 121st Street and St. Nicholas Avenue,,No,,No,,,
POINT (-73.9530027058059 40.8091938102821),Manhattan,,None,Ossie Davis Way,None,,988,2018,6,28,139,57,Honorary,07/29/2018,At the intersection of West 123rd Street and St. Nicholas Avenue with the sign facing north in front of 258 St. Nicholas Avenue,,No,,No,,,
POINT (-73.95300514853392 40.80923728551864),Manhattan,,None,Ruby Dee Place,None,,988,2018,6,28,139,56,Honorary,07/29/2018,At the intersection of West 123rd Street and St. Nicholas Avenue with the sign facing east in front of 258 St. Nicholas Avenue,,No,,No,,,
POINT (-73.95346989568004 40.80949140634192),Manhattan,,None,Fannie Pennington Way,None,,988,2018,6,28,139,55,Honorary,07/29/2018,At the northeast corner of West 123rd Street and Manhattan Avenue,,No,,No,,,
POINT (-73.94247146520631 40.81656763434175),Manhattan,,None,New York Rens Court,None,,988,2018,6,28,139,54,Honorary,07/29/2018,At the northeast corner of West 137th Street and Adam Clayton Jr. Boulevard,,No,,No,,,
POINT (-73.95202088823645 40.80873755035757),Manhattan,,None,Randy “Bubba” Nelson McGhee Place,None,,988,2018,6,28,139,53,Honorary,07/29/2018,At the southwest corner of West 123rd Street and Frederick Douglass Boulevard,,Yes,1/19/2020,No,,,
POINT (-73.86174352440881 40.74499639143338),Queens,,None,Nicholas Pennetti Way,None,,988,2018,6,28,139,50,Honorary,07/29/2018,At the intersection of 102nd Street and Nicholls Avenue,,No,,No,,,
POINT (-73.7824695953623 40.690326673592395),Queens,,None,Rev. Julius C. Carter Way,None,,988,2018,6,28,139,49,Honorary,07/29/2018,At the northeast corner of 167th Street and Linden Boulevard,,No,,No,,,
POINT (-73.78238015844668 40.69036388941988),Queens,,None,Mother Coreania H. Carter Way,None,,988,2018,6,28,139,48,Honorary,07/29/2018,At the northeast corner of 167th Street and Linden Boulevard,,No,,No,,,
POINT (-73.76719745003778 40.7093689123341),Queens,,None,Zanu G. Simpson Way,None,,988,2018,6,28,139,47,Honorary,07/29/2018,At the southeast corner of 191st Street and Hollis Avenue,,No,,No,,,
POINT (-73.91841122728492 40.87302674458008),Manhattan,,None,John Brian Murtaugh Way,None,,988,2018,6,28,139,73,Honorary,07/29/2018,At the intersection of Indian Road and 218th Street,,No,,No,,,
POINT (-73.93806793550023 40.846856748919),Manhattan,,None,Rafael Corporán de los Santos Way,None,,988,2018,6,28,139,72,Honorary,07/29/2018,At the southeast corner of 176th Street and Broadway,,No,,No,,,
POINT (-73.93617894833326 40.849530384622206),Manhattan,,None,Carmen Giorgina Acosta-Cruz Way,None,,988,2018,6,28,139,71,Honorary,07/29/2018,At the northeast corner of Broadway and West 180th Street,,No,,No,,,
POINT (-73.93782262685171 40.83504158463205),Manhattan,,None,Pamela North Way,None,,988,2018,6,28,139,70,Honorary,07/29/2018,At the north side corner of West 162nd Street and Edgecombe Avenue,,No,,No,,,
POINT (-74.08472694088348 40.64747589051963),Staten Island,,None,Monsignor James J. Dorney Way,None,,988,2018,6,28,139,75,Honorary,07/29/2018,At the northeast corner of Carroll Place and St. Peter’s Place,,No,,No,,,
POINT (-74.11855340840359 40.61547617379521),Staten Island,,None,"Samuel A. Browne, Sr. Way",None,,988,2018,6,28,139,74,Honorary,07/29/2018,At the southeast corner of Fairview Avenue and Knox Place,,No,,No,,,
POINT (-73.8952239553482 40.817285015758934),Bronx,,None,Officer Thomas P. Ruotolo Corner,None,,988,2018,6,28,139,78,Honorary,07/29/2018,At the intersection of Southern Boulevard and Intervale Avenue,,No,,No,,,
POINT (-73.96939097592713 40.790295800949494),Manhattan,,None,Beulah Sanders Way,None,,988,2018,6,28,139,76,Honorary,07/29/2018,At the northeast corner of Columbus Avenue and West 92nd Street,,No,,No,,,
POINT (-73.83986288357765 40.89068627966648),Bronx,,None,Reverend Dr. Samuel G. Simpson Way,None,,988,2018,6,28,139,94,Honorary,07/29/2018,At the southeast corner of Strang Avenue and Murdock Avenue,,No,,No,,,
POINT (-73.94142593496619 40.79869230204043),Manhattan,,None,Vito Marcantonio Lucky Corner,None,,988,2018,6,28,139,93,Honorary,07/29/2018,At the northeast corner of 116th Street and Lexington Avenue,,No,,No,,,
POINT (-73.9146720566834 40.749034821871184),Queens,,None,Alexander M. Bing Place,None,,988,2018,6,28,139,89,Honorary,07/29/2018,At the intersection of 49th Street and 39th Avenue,,No,,No,,,
POINT (-73.9209575076193 40.741353147554626),Queens,,None,Murray Fox Way,None,,988,2018,6,28,139,88,Honorary,07/29/2018,At the intersection of 44th Street and Greenpoint Avenue,,No,,No,,,
POINT (-73.86026473930434 40.684749701571334),Queens,,None,Rev. Lawrence E. Lynch Memorial Triangle,None,,988,2018,6,28,139,86,Honorary,07/29/2018,At the triangle at Atlantic Avenue and Rockaway Boulevard,,No,,No,,,
POINT (-73.86089561576084 40.692317968587474),Queens,,None,Maria Thomson Way,None,,988,2018,6,28,139,85,Honorary,07/29/2018,At the intersection of Jamaica Avenue and Forest Parkway,,No,,No,,,
POINT (-73.90025834710667 40.85429342136195),Bronx,,None,Detective Miosotis Familia Way,None,,988,2018,6,28,139,80,Honorary,07/29/2018,At the intersection of Ryer Avenue and East 181st Street,,No,,No,,,
POINT (-73.92460966744369 40.67903296509781),Brooklyn,,None,Archbishop Anthony R. Monk Sr. Way,None,,988,2018,6,28,139,79,Honorary,07/29/2018,At the intersection of Fulton Street and Buffalo Avenue,,No,,No,,,
POINT (-73.93384417100033 40.79437959430012),Manhattan,Intersection name,None,Giglio Way,None,,1631,2019,7,23,158,2,Honorary,08/23/2019,At the southwest corner of East 115th Street and Pleasant Avenue,,No,,No,,,
POINT (-73.94389562281019 40.79878463228833),Manhattan,Intersection name,None,Pedro 'Pete' Velez Circle,None,,1631,2019,7,23,158,3,Honorary,08/23/2019,At the northwest corner 115th Street and Park Avenue,,No,,No,,,
POINT (-73.86553967562365 40.669067643211136),Brooklyn,Intersection name,None,Rev. James Miller Way,None,,1631,2019,7,23,158,4,Honorary,08/23/2019,At the intersection of Linden Boulevard and Lincoln Avenue,,No,,No,,,
POINT (-74.2011419592141 40.54264522028349),Staten Island,Intersection name,None,Leif E. Eikeseth Way,None,,1631,2019,7,23,158,5,Honorary,08/23/2019,At the intersection of Deserre Avenue and Woodrow Road,,No,,No,,,
POINT (-73.90584995034583 40.85895104977593),Bronx,Intersection name,None,SSG Santiago Frias Way,None,,1631,2019,7,23,158,7,Honorary,08/23/2019,At the southwest corner of West 183rd Street and Grand Avenue,,No,,No,,,
POINT (-73.90194429509589 40.86455295113682),Bronx,Intersection name,None,"Pastor Robert Lewis Foley, Sr. Way",None,,1631,2019,7,23,158,8,Honorary,08/23/2019,At the intersection of West 190th Street and Grand Avenue,,No,,No,,,
POINT (-74.00539791445924 40.7206208922332),Manhattan,Intersection name,None,Police Officer James D. McNaughton Way,None,,1631,2019,7,23,158,9,Honorary,08/23/2019,At the northeast corner of West Broadway and Lispenard Street,,No,,No,,,
POINT (-74.01032697728546 40.7047627971796),Manhattan,Intersection name,None,Mill Street Synagogue/Seixas Way,None,,1631,2019,7,23,158,10,Honorary,08/23/2019,At the intersection of Mill Lane and South William Street,,No,,No,,,
POINT (-73.88984701946126 40.88468574611139),Bronx,Intersection name,None,William J. Scribner Way,None,,1631,2019,7,23,158,11,Honorary,08/23/2019,At the northwest corner of Van Cortlandt Park South and Hillman Avenue,,No,,No,,,
POINT (-73.9162939534397 40.760945274964705),Queens,Intersection name,None,Staff Sergeant Rocco Moretto Way,None,,1631,2019,7,23,158,12,Honorary,08/23/2019,At the intersection of 31st Avenue and 41st Street,,No,,No,,,
POINT (-73.93039458335872 40.67659665514263),Brooklyn,Intersection name,None,Reverend Timothy Wright Way,None,,1631,2019,7,23,158,13,Honorary,08/23/2019,At the intersection of Utica Avenue and Pacific Street,,No,,No,,,
POINT (-73.98285024813333 40.70135869681223),Brooklyn,Intersection name,None,Melquain Jatelle Anderson Way,None,,1631,2019,7,23,158,16,Honorary,08/23/2019,At the intersection of Gold Street and York Street,,Yes,1/17/2021,No,,,
POINT (-73.96283541215467 40.68855390526402),Brooklyn,Intersection name,None,Randy Weston Way,None,,1631,2019,7,23,158,17,Honorary,08/23/2019,At the intersection of Lafayette Avenue and Grand Avenue,,No,,No,,,
POINT (-73.9642624179879 40.68988896674372),Brooklyn,Intersection name,None,Walt Whitman Way,None,,1631,2019,7,23,158,18,Honorary,08/23/2019,At the intersection of Dekalb Avenue and Ryerson Street,,No,,No,,,
POINT (-73.97679683557968 40.57548392962308),Brooklyn,Intersection name,None,Faizal Coto Way,None,,1631,2019,7,23,158,20,Honorary,08/23/2019,At the northwest corner of Surf Avenue and West 8th Street,,Yes,1/19/2020,No,,,
